Address,VAT_Status,Property_Description,condition on Property_Description,Size_Description,Price_Euro,Sale_Date,Year,Town
"6 CLONMULLION RETIREMENT VILLAGE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,276950,11-Apr-16,2016,Athy
"22 Hollands Close, Rheban Manor, Athy",No,Second-Hand Dwelling house /Apartment,1,,100000,29-Sep-11,2011,Athy
"CLUTAR CASTLERHEBAN ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,245000,25-Sep-20,2020,Athy
"23 SUNNYSIDE LAWNS, DUN BRINN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,87000,09-Feb-16,2016,Athy
"2 CARDINGTON COURT, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,55500,25-Jun-17,2017,Athy
"6 CLUAIN BEARU, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,216000,20-Dec-19,2019,Athy
"7 Hollands Close, Athy",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,115000,11-Mar-11,2011,Athy
"147 CORRAN ARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,119901.64,30-May-18,2018,Athy
"19 ARDREW HEIGHTS, DUN BRINN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,104000,26-Mar-15,2015,Athy
"67 CONEY MEADOWS, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,127000,29-May-20,2020,Athy
"APARTMENT 1, 2 STANHOPE ST, ATHY",No,Second-Hand Dwelling house /Apartment,1,,75000,26-Jun-16,2016,Athy
"Ashmount, Churchtown, Athy",No,Second-Hand Dwelling house /Apartment,1,,220000,25-Aug-10,2010,Athy
"123 CORRAN ARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,23-Oct-20,2020,Athy
"17 Woodstock Street, Athy",No,Second-Hand Dwelling house /Apartment,1,,40000,16-Mar-12,2012,Athy
"18 ST DOMINICS PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,50000,10-Aug-15,2015,Athy
"Apartment 21, Block A  The Harbour, Nelson St  Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,34167,06-Aug-15,2015,Athy
"3 ARDEN HEIGHTS, DUNBRIN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,125109,03-Dec-19,2019,Athy
"21 CASTLE PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,45000,11-Sep-14,2014,Athy
"BALLANAGUSSAN, NARRAGHMORE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,100000,07-Dec-15,2015,Athy
"WHITE CASTLE, LEINSTER STREET, ATHY",No,Second-Hand Dwelling house /Apartment,1,,435000,06-Jan-20,2020,Athy
"Apartment 28 The Harbour, Canalside, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,46500,26-Jan-17,2017,Athy
"6 Graysland, Athy",No,Second-Hand Dwelling house /Apartment,1,,108000,18-Sep-12,2012,Athy
"14 CARBERY PARK, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,70000,04-May-18,2018,Athy
"18 WOODSTOCK ST, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,45500,27-Nov-14,2014,Athy
"177 BRANSWOOD, KILKENNY ROAD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,88000,05-Dec-14,2014,Athy
"11 Bridgeview Gardens, Dun Brinn, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,131278,27-Mar-15,2015,Athy
"No 18 Cluain Bearu, Athy",No,Second-Hand Dwelling house /Apartment,1,,113000,02-Dec-15,2015,Athy
"17 MARINA COURT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,107000,06-Sep-18,2018,Athy
"115 ABBEYVIEW, BALITORE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,173000,01-Nov-18,2018,Athy
"23 SLI BHEARU COIS BHEARU, MONASTEREVIN RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,160000,30-Apr-18,2018,Athy
"80 CORRAN ARD CASTLECOMER RD ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,186500,23-Sep-19,2019,Athy
"3 Woodstock Close, Athy",No,Second-Hand Dwelling house /Apartment,1,,123000,26-Oct-12,2012,Athy
"45 CASTLE PARK, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,55000,16-Jun-20,2020,Athy
"5 Church Cresent, Church Road, Athy",No,Second-Hand Dwelling house /Apartment,1,,330000,28-May-10,2010,Athy
"28 TONGLEE LAWNS, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,185000,19-Sep-18,2018,Athy
"16 DOOLEYS TERRACE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,37500,10-May-17,2017,Athy
"Apartment 29 The Harbour, Canalside, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,46500,26-Jan-17,2017,Athy
"33 MONEEN VIEW, HOLLANDS, ATHY",No,Second-Hand Dwelling house /Apartment,1,,69000,21-May-15,2015,Athy
"8 Convent View, Athy",No,Second-Hand Dwelling house /Apartment,1,,60000,02-Jun-11,2011,Athy
"35 CLONMULLION RETIREMENT VILLAGE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,262450,11-Apr-16,2016,Athy
"76 Pairc Bhride, Athy",No,Second-Hand Dwelling house /Apartment,1,,55000,06-Dec-11,2011,Athy
"71  Whitecastle Lawns, Athy",No,Second-Hand Dwelling house /Apartment,1,,135000,20-Sep-13,2013,Athy
"28 DUN NA RI, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,80000,30-Sep-15,2015,Athy
"LIPSTOWN UPPER, NARRAGHMORE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,90000,31-Oct-14,2014,Athy
"19 PAIRC BHRIDE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,60000,08-Oct-14,2014,Athy
"37 Coney Green, Coneyboro, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,66079,04-Dec-13,2013,Athy
"60 PAIRC BHRIDE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,78000,30-Apr-15,2015,Athy
"37 Moneen View, Rheban Manor, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,38773.56,26-Sep-16,2016,Athy
"No: 30 Woodstock Street, Athy",No,Second-Hand Dwelling house /Apartment,1,,17500,11-Nov-10,2010,Athy
"14 RATHSTEWART CRESCENT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,142000,26-Oct-16,2016,Athy
"1293 TOWNPARKS, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,44900,14-Jul-20,2020,Athy
"1 ARDREW HEIGHTS, DUN BRINN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,150000,20-Mar-20,2020,Athy
"46 OAK LAWN, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,220000,14-Dec-17,2017,Athy
"27 MANSFIELD GROVE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,190000,31-Aug-16,2016,Athy
"17 ARDREW CT, DUN BRINN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,143000,17-Oct-19,2019,Athy
"6 Prusselstown Green, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,185000,10-Apr-14,2014,Athy
"1456 KILBERRY, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,88000,12-Oct-16,2016,Athy
"6 CONEY WALK, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,136000,09-Nov-18,2018,Athy
"32 ST DOMINICS PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,120000,21-May-18,2018,Athy
"19 FOREST PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,18-Oct-17,2017,Athy
"37 CLONMULLION RETIREMENT VILLAGE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,262450,11-Apr-16,2016,Athy
"95 CORRAN ARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,159000,31-Aug-18,2018,Athy
"34 RHEBAN MANOR, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,155000,30-Nov-20,2020,Athy
"149 CORRAN ARD, KILKENNY RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,119901.64,30-May-18,2018,Athy
"21 TONLEGEE LAWNS, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,128000,20-Oct-15,2015,Athy
"148 CORRAN ARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,120000,20-Dec-18,2018,Athy
"6 ST DOMINICS PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,140000,04-Dec-19,2019,Athy
"3 THE FORT, CASTLEFIELD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,49500,12-Sep-16,2016,Athy
"22 HOLLANDS PARK, RHEBAN MANOR, ATHY",No,Second-Hand Dwelling house /Apartment,1,,160000,12-Nov-20,2020,Athy
"74 Coney Park, Coneyboro, Athy",No,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,100000,28-Nov-13,2013,Athy
"15 ST PATRICKS AVE, CARLOW RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,140000,20-Dec-17,2017,Athy
"721 TONARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,165000,18-Jan-19,2019,Athy
"21 GLEN BHEARU, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,60000,05-Dec-17,2017,Athy
"1 Cardington Court, Athy",No,Second-Hand Dwelling house /Apartment,1,,29750,17-Apr-13,2013,Athy
"90 CLONMULLIN, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,65000,15-Jul-15,2015,Athy
"16 UPPER ST JOSEPH'S TERRACE, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,65000,23-May-16,2016,Athy
"14 LOWER ST JOSEPHS, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,140000,25-Mar-19,2019,Athy
"Garoonagh, Barrowhouse, Athy",No,Second-Hand Dwelling house /Apartment,1,,225000,21-Jul-11,2011,Athy
"12 RHEBAN MANOR, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,178000,24-Nov-20,2020,Athy
"10 ATHMORE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,86500,20-Nov-18,2018,Athy
"91 BRANSWOOD, KILKENNY ROAD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,140000,24-Sep-20,2020,Athy
"Brownstown, Athy",No,Second-Hand Dwelling house /Apartment,1,,150000,04-Apr-12,2012,Athy
"35 CORRAN ARD, KILKENNY RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,155000,28-Sep-18,2018,Athy
"30 CASTLE PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,80000,20-Dec-18,2018,Athy
"15 Ardrew Court, Dun Brinn, Athy",No,Second-Hand Dwelling house /Apartment,1,,122000,07-Jul-10,2010,Athy
"19 THE HOLLANDS, ATHY, HOLLANDS",No,Second-Hand Dwelling house /Apartment,1,,35000,29-May-14,2014,Athy
"24 ST PATRICKS AVE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,115000,26-Sep-19,2019,Athy
"129 CORRAN ARD, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,162000,19-Dec-17,2017,Athy
"66 RATHSTEWART CRESCENT, MONASTREVIN RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,103000,12-Jan-16,2016,Athy
"7 ST MICHAELS TERRACE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,133000,04-Aug-17,2017,Athy
"12 PAIRC BHRIDE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,98800,22-Mar-19,2019,Athy
"6 St. Michaels Terrace, Athy",No,Second-Hand Dwelling house /Apartment,1,,65000,29-Jun-12,2012,Athy
"45 THE HOLLANDS, ATHY, HOLLANDS",No,Second-Hand Dwelling house /Apartment,1,,50000,03-Dec-15,2015,Athy
"14 GRAYSLANDS, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,255000,12-Jan-17,2017,Athy
"MAGANEY, ATHY, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,186000,16-Jun-15,2015,Athy
"10B CARBERY PARK, ATHY, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,50000,23-Aug-19,2019,Athy
"29 WOODSTOCK STREET, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,35338,12-Jun-15,2015,Athy
"7 MINCHES TERRACE, WOODSTOCK ST, ATHY",No,Second-Hand Dwelling house /Apartment,1,,79000,14-Feb-17,2017,Athy
"112 Abbyfield, Ballitore, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,152000,06-Oct-10,2010,Athy
"Apartment 26 The Harbour, Canalside, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,46500,26-Jan-17,2017,Athy
"2 CLONMULLION RETIREMENT VILLAGE, MONEEN LANE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,276950,11-Apr-16,2016,Athy
"Apartment 37, Block A  The Harbour, Nelson St  Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,34167,06-Aug-15,2015,Athy
"BENNETSBRIDGE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,310000,12-Aug-20,2020,Athy
"15 TONLEGEE COURT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,57000,15-Jan-15,2015,Athy
"29 Coney Meadows, Athy",No,Second-Hand Dwelling house /Apartment,1,,117000,23-Feb-11,2011,Athy
"122 CONEY MEADOWS, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,59359,29-Sep-17,2017,Athy
"128  Branswood, Kilkenny Road, Athy",No,Second-Hand Dwelling house /Apartment,1,,95000,01-Aug-12,2012,Athy
"79 MARINA COURT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,80000,30-Nov-17,2017,Athy
"TIMOLIN, MOONE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,100000,29-Mar-19,2019,Athy
"2  Tonlegee Lawns, Athy",No,Second-Hand Dwelling house /Apartment,1,,70000,16-Oct-12,2012,Athy
"6 OAK PARK, NARRAGHMORE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,307500,17-May-17,2017,Athy
"28 SLI BHEARU, COIS BHEARU, MONASTEREVAN RD ATHY",No,Second-Hand Dwelling house /Apartment,1,,117906.42,31-Oct-20,2020,Athy
"7 CARDINGTON COURT, ATHY, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,157500,16-Dec-20,2020,Athy
"82 MARINA COURT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,75000,25-Aug-17,2017,Athy
"9 PRIORY COURT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,110000,26-Oct-18,2018,Athy
"22 CYPRIAN AVE, THE HOLLANDS, ATHY",No,Second-Hand Dwelling house /Apartment,1,,145000,15-Aug-18,2018,Athy
"'Applefield', Prusselstown, Athy",No,Second-Hand Dwelling house /Apartment,1,,247000,25-Oct-13,2013,Athy
"113 Abbeyfield, Ballitore, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,175000,13-Dec-10,2010,Athy
"22 SHAMROCK DR, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,174400,03-May-19,2019,Athy
"CHURCHTOWN, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,98000,01-Mar-16,2016,Athy
"10 GERALDINE RD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,84000,26-Sep-14,2014,Athy
"65 CORRAN ARD, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,31-Aug-18,2018,Athy
"THE HILL, GRANGE MAGANEY, ATHY",No,Second-Hand Dwelling house /Apartment,1,,100000,12-Oct-16,2016,Athy
"1314 TOWNSPARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,85000,28-Jul-17,2017,Athy
"6 CONEY PARK, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,167000,07-Aug-20,2020,Athy
"16 Holland Close, Rheban Manor, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,38773.56,26-Sep-16,2016,Athy
"20 UPPER ST JOSEPH TERRACE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,80000,27-Jan-20,2020,Athy
"59 BRANSWOOD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,21-Dec-17,2017,Athy
"33 Coney Green, Coneyboro, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,66079,04-Dec-13,2013,Athy
"38  DOOLEYS TERRACE, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,70000,12-Aug-16,2016,Athy
"109 CORRAN ARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,06-Oct-17,2017,Athy
"29 DOOLEYS TERRACE, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,50000,29-Jul-19,2019,Athy
"26 Hollands Avenue, Athy",No,Second-Hand Dwelling house /Apartment,1,,70000,06-Nov-13,2013,Athy
"ARDELLIS, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,245000,14-Nov-16,2016,Athy
"150 BRANSWOOD, KILKENNY RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,155000,25-Nov-20,2020,Athy
"13 RHEBAN MANOR AVE, KILDARE RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,110000,22-Apr-16,2016,Athy
"KILRUSH, FONTSTOWN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,70000,25-Nov-15,2015,Athy
"43 DUKE ST, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,95000,04-May-17,2017,Athy
"33 St. Dominics Park, Athy",No,Second-Hand Dwelling house /Apartment,1,,60000,23-Jan-13,2013,Athy
"3 Chanterlands, Athy",No,Second-Hand Dwelling house /Apartment,1,,137500,01-Dec-11,2011,Athy
"29 The Cottage, Castlemitchell, Athy",No,Second-Hand Dwelling house /Apartment,1,,118500,11-Sep-13,2013,Athy
"TULLYBRIDGE, ATHY ROAD, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,340000,10-Mar-17,2017,Athy
"8 MALONE PLACE, ATHY, COUNTY KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,25-Nov-20,2020,Athy
"95 CORRAN ARD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,141000,11-Apr-17,2017,Athy
"1 MONEEN VIEW, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,120000,10-Nov-16,2016,Athy
"23 Gallow Hill, Kildare Road, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,211013,27-Apr-16,2016,Athy
"RATHSILLAGH, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,300000,15-Oct-20,2020,Athy
"7 HOLLANDS AVE, RHEBAN MANOR, ATHY",No,Second-Hand Dwelling house /Apartment,1,,115000,29-Mar-17,2017,Athy
"5 Gleann Bhearu, Cois Bhearu, Athy",No,Second-Hand Dwelling house /Apartment,1,,120000,22-Dec-11,2011,Athy
"MOATEFIELD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,390000,09-Jan-19,2019,Athy
"1 CORRAN ARD, KILKENNY, ATHY KILDARE",No,Second-Hand Dwelling house /Apartment,1,,125000,11-Dec-15,2015,Athy
"4 THE BURROWS, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,175000,16-Oct-20,2020,Athy
"ARDSCULL, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,252500,09-Feb-17,2017,Athy
"GALLOWSHILL, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,170000,12-Oct-20,2020,Athy
"1 CABURY PARK, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,65000,30-Jul-18,2018,Athy
"CANAL FARMHOUSE, GRANGEMELLON, ATHY",No,Second-Hand Dwelling house /Apartment,1,,169000,14-Dec-20,2020,Athy
"3 CONEYMEADOWS, CONEYBORO, ATHY",No,Second-Hand Dwelling house /Apartment,1,,118212.93,30-Nov-18,2018,Athy
"ARCHVIEW, NICHOLASTOWN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,178000,12-May-17,2017,Athy
"SHAMROCK LODGE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,132500,27-Nov-14,2014,Athy
"Bray, Athy",No,Second-Hand Dwelling house /Apartment,1,,112000,03-Sep-12,2012,Athy
"68 RATHSTEWERT CRESCENT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,155000,29-Mar-18,2018,Athy
"Barrowhouse, Athy",No,Second-Hand Dwelling house /Apartment,1,,174000,02-May-12,2012,Athy
"CARDENTON, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,350000,19-Dec-19,2019,Athy
"75 RATHSTEWART CRESCENT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,161000,22-Sep-17,2017,Athy
"85 BRANSWOOD, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,159000,31-Oct-17,2017,Athy
"6 BEECH GROVE, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,131000,02-Jun-17,2017,Athy
"9 Stanhope Street, Athy",No,Second-Hand Dwelling house /Apartment,1,,124000,08-Aug-13,2013,Athy
"18 BLOCK C, HARBOUR CANALSIDE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,58000,15-Dec-17,2017,Athy
"26 DUKE STREET, ATHY, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,65000,10-Oct-17,2017,Athy
"Maple Grove, Churchtown, Athy",No,Second-Hand Dwelling house /Apartment,1,,244000,29-Jan-10,2010,Athy
"7 SHACKLETON COURT, FORTBARRINGTON RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,70000,17-Jul-15,2015,Athy
"OLDCOURT, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,100000,17-Dec-15,2015,Athy
"79 RATHSTEWART CRESENT, MONASTEREVIN RD, ATHY",No,Second-Hand Dwelling house /Apartment,1,,200000,01-Oct-20,2020,Athy
"APT 63 LEINSTER STREET, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,16262,17-Feb-16,2016,Athy
"1 Stanhope Place, Athy",No,Second-Hand Dwelling house /Apartment,1,,30000,04-Jul-11,2011,Athy
"9 Cluain Bhearu, Athy",Yes,New Dwelling house /Apartment,0,,219945.39,30-Apr-19,2019,Athy
"28 CLUAIN BEARU, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,89000,05-Dec-14,2014,Athy
"35 DOOLEYS TERRACE, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,52500,17-Jul-15,2015,Athy
"Gallow Hill Court, Kildare Road, Athy",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,112500,02-Dec-10,2010,Athy
"825 RAHEENDERRAGH, ATHY, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,83000,16-Sep-16,2016,Athy
"2 BARROW VIEW, DUNBRIN ESTATE, ATHY",No,Second-Hand Dwelling house /Apartment,1,,116000,19-Jul-18,2018,Athy
"2 AVONDALE DRIVE, ATHY, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,96000,31-May-16,2016,Athy
"19 SUNNYSIDE LAWNS, DUN BRINN, ATHY",No,Second-Hand Dwelling house /Apartment,1,,130000,27-Aug-14,2014,Athy
"10 GLEANN BHREAU, COIS BHREAU, ATHY",No,Second-Hand Dwelling house /Apartment,1,,97000,22-Dec-20,2020,Athy
